measure_id,measure_name,location_id,location,sex_id,sex_name,age_id,age_name,metric_id,metric_name,year,val,upper,lower
26,Life expectancy,1,Global,3,Both,28,<1 year,5,Years,1996,66.4481231900782,66.85379107344609,66.00332938447607
26,Life expectancy,1,Global,1,Male,28,<1 year,5,Years,2006,66.69493073725978,67.18277934109304,66.18578846588397
26,Life expectancy,1,Global,2,Female,28,<1 year,5,Years,2006,71.84488324662574,72.24401684315258,71.39996588045626
26,Life expectancy,1,Global,3,Both,28,<1 year,5,Years,2006,69.1991083413676,69.60304011595747,68.76783755314312
26,Life expectancy,1,Global,1,Male,28,<1 year,5,Years,2018,70.77233596575653,71.6622662659893,69.94036833838881
26,Life expectancy,1,Global,2,Female,28,<1 year,5,Years,2018,75.9393470108098,76.63009126535597,75.20731900918469
26,Life expectancy,1,Global,3,Both,28,<1 year,5,Years,2018,73.30132959836997,74.04489295249864,72.58242062390204
26,Life expectancy,1,Global,1,Male,28,<1 year,5,Years,1992,63.346206781784254,63.89640071208019,62.78307945935102
26,Life expectancy,1,Global,2,Female,28,<1 year,5,Years,1992,68.30198659266325,68.75327566245258,67.87551640878941
26,Life expectancy,1,Global,3,Both,28,<1 year,5,Years,1992,65.75543155109072,66.19397373728172,65.3289844677036
26,Life expectancy,1,Global,1,Male,28,<1 year,5,Years,2012,68.8503805740292,69.38239616749551,68.28011498436375
26,Life expectancy,1,Global,2,Female,28,<1 year,5,Years,2012,74.24772720792879,74.6895483296595,73.78970163913782
26,Life expectancy,1,Global,3,Both,28,<1 year,5,Years,2012,71.47830493934627,71.93985759803489,70.97928369858467
26,Life expectancy,1,Global,1,Male,28,<1 year,5,Years,2004,65.85165057449066,66.32591374970033,65.39024337053094
26,Life expectancy,1,Global,2,Female,28,<1 year,5,Years,2004,71.02022306322226,71.45605126291086,70.5652000505014
26,Life expectancy,1,Global,3,Both,28,<1 year,5,Years,2004,68.35957276446159,68.7912904068271,67.92682639077854
26,Life expectancy,1,Global,1,Male,28,<1 year,5,Years,2016,70.20934982236658,70.90035162875618,69.5138364297755
26,Life expectancy,1,Global,2,Female,28,<1 year,5,Years,2016,75.45755158755115,76.00259864400621,74.84106022359971
26,Life expectancy,1,Global,3,Both,28,<1 year,5,Years,2016,72.77437485497784,73.32647743035845,72.15976733459956
26,Life expectancy,1,Global,1,Male,28,<1 year,5,Years,1995,63.69770343473736,64.16425944093845,63.211826425132415
26,Life expectancy,1,Global,2,Female,28,<1 year,5,Years,1995,68.8077314038273,69.21715108157599,68.37490252942236
26,Life expectancy,1,Global,3,Both,28,<1 year,5,Years,1995,66.17120109418002,66.54792250330523,65.76540893893284
26,Life expectancy,1,Global,1,Male,28,<1 year,5,Years,2007,67.0849291186709,67.59347527349016,66.60271684810166
26,Life expectancy,1,Global,2,Female,28,<1 year,5,Years,2007,72.30221404124491,72.7269630530402,71.8501512466179
26,Life expectancy,1,Global,3,Both,28,<1 year,5,Years,2007,69.62211761135971,70.05987198247577,69.18892859325176
26,Life expectancy,1,Global,1,Male,28,<1 year,5,Years,1991,63.12046665730093,63.64618046218747,62.55689656781692
26,Life expectancy,1,Global,2,Female,28,<1 year,5,Years,1991,68.11909179950976,68.56315516700572,67.65858180512404
26,Life expectancy,1,Global,3,Both,28,<1 year,5,Years,1991,65.55109648294568,65.95552881615995,65.08166435961147
26,Life expectancy,1,Global,1,Male,28,<1 year,5,Years,2015,69.87135723860202,70.44901254722059,69.2557958156873
26,Life expectancy,1,Global,2,Female,28,<1 year,5,Years,2015,75.13308888779984,75.66027800028465,74.61391647209167
26,Life expectancy,1,Global,3,Both,28,<1 year,5,Years,2015,72.44177504866751,72.92203253687381,71.92341688174118
26,Life expectancy,1,Global,1,Male,28,<1 year,5,Years,1999,64.5884084933909,65.04483707107684,64.09354570388486
26,Life expectancy,1,Global,2,Female,28,<1 year,5,Years,1999,69.57695154135993,69.98030890567408,69.14801226470148
26,Life expectancy,1,Global,3,Both,28,<1 year,5,Years,1999,67.00914391483937,67.40228185376122,66.59040277729612
26,Life expectancy,1,Global,1,Male,28,<1 year,5,Years,2003,65.59304589155714,66.07031945456339,65.11549296930215
26,Life expectancy,1,Global,2,Female,28,<1 year,5,Years,2003,70.6856761163788,71.13568923908281,70.21514985517948
26,Life expectancy,1,Global,3,Both,28,<1 year,5,Years,2003,68.06368270188624,68.49789298092341,67.62926595773797
26,Life expectancy,1,Global,1,Male,28,<1 year,5,Years,2019,71.00821042023414,71.9468698995359,70.0781835278272
26,Life expectancy,1,Global,2,Female,28,<1 year,5,Years,2019,76.13872828623867,76.93703475582623,75.3701019672794
26,Life expectancy,1,Global,3,Both,28,<1 year,5,Years,2019,73.52033450826524,74.29007172324964,72.77579653804199
26,Life expectancy,1,Global,1,Male,28,<1 year,5,Years,2011,68.47878958593894,68.98536545783098,67.94697454204686
26,Life expectancy,1,Global,2,Female,28,<1 year,5,Years,2011,73.82340600754674,74.27161738951115,73.33278628300117
26,Life expectancy,1,Global,3,Both,28,<1 year,5,Years,2011,71.0802212561787,71.52402937696348,70.59820557394589
